job_title,company_name,skills_required
"AI Specialist","Algorithmic Solutions","Docker, Python, Statistics, TensorFlow, Linux"
"AI Specialist","Cloud AI Solutions","Data Visualization, Python, TensorFlow"
"Autonomous Systems Engineer","DeepTech Ventures","Docker, Spark, Python, Deep Learning"
"AI Architect","Future Systems","Docker, Git, Python, Hadoop"
"AI Architect","Cognitive Computing","Kubernetes, Python, Statistics"
"Autonomous Systems Engineer","TechCorp Inc","Python, TensorFlow, NLP, Linux"
"Data Scientist","Machine Intelligence Group","R, Spark, Tableau, Python"
"ML Ops Engineer","Smart Analytics","Git, Python, NLP, Kubernetes, TensorFlow"
"Principal Data Scientist","DeepTech Ventures","NLP, Python, TensorFlow"
"AI Product Manager","Advanced Robotics","Azure, Python, TensorFlow"
"AI Product Manager","Digital Transformation LLC","Docker, Scala, Python, Spark, Mathematics"
"AI Software Engineer","AI Innovations","Docker, Python, Deep Learning"
"Data Engineer","Cloud AI Solutions","Deep Learning, Azure, Python"
"AI Software Engineer","Cloud AI Solutions","Azure, Python, GCP, Git, Computer Vision"
"AI Senior level Scientist","DeepTech Ventures","MLOps, Kubernetes, Data Visualization, Python"
"Autonomous Systems Engineer","AI Innovations","Python, Mathematics, Kubernetes, Deep Learning, Spark"
"Machine Learning Senior level","AI Innovations","Python, NLP, AWS, TensorFlow, Linux"
"AI Specialist","Neural Networks Co","Kubernetes, Python, Hadoop"
"Robotics Engineer","Autonomous Tech","Hadoop, GCP, Python, SQL, Mathematics"
"ML Ops Engineer","Quantum Computing Inc","Python, Kubernetes, NLP, Data Visualization"
"Machine Learning Senior level","Autonomous Tech","Python, Docker, Spark"
"Data Analyst","TechCorp Inc","Azure, Spark, R, Python"
"AI Consultant","Cloud AI Solutions","Computer Vision, Python, Tableau, NLP"
"AI Product Manager","Autonomous Tech","Tableau, TensorFlow, Python, SQL, NLP"
"Machine Learning Senior level","Cognitive Computing","Git, Computer Vision, Python, Kubernetes, Docker"
"AI Software Engineer","Future Systems","GCP, Git, Tableau, Python"
"Computer Vision Engineer","DeepTech Ventures","Hadoop, Python, Spark, SQL, Kubernetes"
"Computer Vision Engineer","Algorithmic Solutions","Python, Hadoop, Deep Learning, Kubernetes"
"Data Engineer","Digital Transformation LLC","Kubernetes, Python, NLP, GCP, Azure"
"Machine Learning Engineer","Algorithmic Solutions","MLOps, Python, Scala, Docker"
"Data Scientist","Cloud AI Solutions","Computer Vision, Scala, Python"
"AI Consultant","Advanced Robotics","Deep Learning, Azure, Python, GCP"
"ML Ops Engineer","Cognitive Computing","Python, Java, Deep Learning"
"ML Ops Engineer","Algorithmic Solutions","TensorFlow, Computer Vision, Python, Java"
"NLP Engineer","Cloud AI Solutions","Python, Tableau, Linux, TensorFlow"
"Head of AI","Machine Intelligence Group","Docker, NLP, Scala, Python"
"AI Specialist","Cloud AI Solutions","Python, Git, PyTorch"
"Deep Learning Engineer","Cloud AI Solutions","Hadoop, Azure, Python, Linux"
"Deep Learning Engineer","Cognitive Computing","Java, Linux, Spark, Python"
"Autonomous Systems Engineer","Digital Transformation LLC","Computer Vision, Scala, Kubernetes, Python"
"Robotics Engineer","Cognitive Computing","NLP, Python, Linux, Kubernetes"
"Data Engineer","Neural Networks Co","Mathematics, MLOps, Python, GCP"
"Deep Learning Engineer","Future Systems","Kubernetes, TensorFlow, Java, Python, Statistics"
"Data Engineer","Quantum Computing Inc","Python, GCP, Data Visualization, Kubernetes"
"Data Engineer","Algorithmic Solutions","Git, Python, GCP, Computer Vision, TensorFlow"
"AI Architect","Quantum Computing Inc","Python, Scala, Kubernetes"
"Head of AI","Cognitive Computing","Scala, Python, AWS, Mathematics"
"Data Engineer","Machine Intelligence Group","Data Visualization, Python, TensorFlow, Git, Docker"
"Data Analyst","Quantum Computing Inc","Linux, Python, Deep Learning, Computer Vision"
"Principal Data Scientist","Smart Analytics","Python, Git, Data Visualization, Docker, AWS"
"Principal Data Scientist","Digital Transformation LLC","Python, GCP, Spark, Deep Learning"
"AI Architect","AI Innovations","SQL, Mathematics, Git, Python"
"AI Senior level Scientist","Predictive Systems","GCP, TensorFlow, Azure, Java, Python"
"Data Engineer","Cloud AI Solutions","Python, SQL, Computer Vision"
"Machine Learning Senior level","Algorithmic Solutions","Kubernetes, Python, Java"
"Head of AI","Advanced Robotics","PyTorch, Python, Kubernetes"
"Machine Learning Senior level","Neural Networks Co","Statistics, Scala, Python, Java"
"Data Scientist","Smart Analytics","Statistics, TensorFlow, Python"
"AI Architect","Future Systems","Azure, GCP, Python"
"AI Software Engineer","TechCorp Inc","GCP, NLP, Python, Git"
"Head of AI","AI Innovations","Python, Git, AWS"
"Computer Vision Engineer","AI Innovations","Hadoop, Python, GCP"
"AI Architect","Cognitive Computing","MLOps, Azure, Linux, Deep Learning, Python"
"AI Specialist","TechCorp Inc","Python, Hadoop, R, MLOps, Tableau"
"Computer Vision Engineer","Cloud AI Solutions","Tableau, Git, SQL, PyTorch, Python"
"ML Ops Engineer","DeepTech Ventures","Python, Mathematics, Scala"
"Head of AI","Machine Intelligence Group","Docker, Deep Learning, Python, AWS"
"Machine Learning Engineer","Digital Transformation LLC","Python, Kubernetes, Spark"
"Senior level Scientist","AI Innovations","Deep Learning, Python, R, Mathematics, GCP"
"AI Specialist","Future Systems","Python, Docker, Hadoop, Linux, TensorFlow"
"Senior level Scientist","AI Innovations","Kubernetes, Scala, Data Visualization, Git, Python"
"Computer Vision Engineer","Neural Networks Co","Python, Spark, Tableau, Linux, TensorFlow"
"Data Engineer","Digital Transformation LLC","Hadoop, Java, TensorFlow, Git, Python"
"Head of AI","Autonomous Tech","Python, AWS, Statistics, Linux"
"Machine Learning Senior level","Smart Analytics","Kubernetes, Python, TensorFlow, AWS, Azure"
"Data Engineer","Autonomous Tech","Python, TensorFlow, PyTorch, Hadoop, Scala"
"Machine Learning Senior level","Algorithmic Solutions","Java, Python, Hadoop, Azure"
"Data Engineer","Smart Analytics","Deep Learning, Python, R, Statistics"
"Machine Learning Engineer","Cognitive Computing","Azure, Deep Learning, Python, Tableau, Statistics"
"Deep Learning Engineer","Advanced Robotics","PyTorch, TensorFlow, Linux, Python"
"Head of AI","Neural Networks Co","Spark, R, Python, Docker"
"Deep Learning Engineer","TechCorp Inc","Python, Kubernetes, Computer Vision, Azure, TensorFlow"
"Head of AI","DeepTech Ventures","GCP, Python, Deep Learning, PyTorch"
"Deep Learning Engineer","Machine Intelligence Group","Kubernetes, Python, MLOps, TensorFlow, Deep Learning"
"AI Architect","DataVision Ltd","SQL, Python, Deep Learning, TensorFlow"
"Senior level Scientist","Future Systems","Hadoop, Mathematics, R, Git, Python"
"AI Senior level Scientist","Neural Networks Co","Computer Vision, Spark, Linux, GCP, Python"
"AI Specialist","Neural Networks Co","Python, SQL, TensorFlow"
"AI Product Manager","AI Innovations","GCP, Python, Spark, TensorFlow, Statistics"
"Senior level Scientist","Predictive Systems","Java, Python, Deep Learning, Azure"
"Robotics Engineer","Smart Analytics","Linux, Java, Azure, Statistics, Python"
"Autonomous Systems Engineer","Machine Intelligence Group","GCP, TensorFlow, Python, Linux"
"AI Architect","Smart Analytics","Python, TensorFlow, NLP"
"Machine Learning Senior level","DataVision Ltd","Mathematics, Python, MLOps, TensorFlow, Spark"
"AI Product Manager","Predictive Systems","Azure, Python, Kubernetes, AWS"
"Head of AI","Smart Analytics","Kubernetes, Python, Computer Vision, Git, Linux"
"AI Architect","Cloud AI Solutions","GCP, PyTorch, Python"
"Robotics Engineer","DeepTech Ventures","Data Visualization, Docker, Python"
"Data Engineer","Quantum Computing Inc","Git, Python, MLOps, Deep Learning"
"Computer Vision Engineer","Smart Analytics","Linux, MLOps, Docker, Python, AWS"
"Head of AI","Machine Intelligence Group","Python, TensorFlow, Deep Learning"
"AI Architect","DeepTech Ventures","Python, Mathematics, Spark, Data Visualization, GCP"
"Principal Data Scientist","AI Innovations","Python, Linux, Data Visualization"
"AI Product Manager","Autonomous Tech","Python, Scala, NLP, Deep Learning"
"NLP Engineer","DeepTech Ventures","TensorFlow, MLOps, Python"
"Deep Learning Engineer","Smart Analytics","Scala, AWS, Python"
"AI Architect","AI Innovations","AWS, Tableau, Python, Computer Vision"
"Data Scientist","TechCorp Inc","Python, Git, Mathematics"
"AI Specialist","Digital Transformation LLC","R, Java, Python, Data Visualization, TensorFlow"
"Data Analyst","Autonomous Tech","Tableau, R, Statistics, Python"
"Head of AI","AI Innovations","R, MLOps, Linux, Hadoop, Python"
"AI Software Engineer","Neural Networks Co","Java, Scala, Mathematics, Python, SQL"
"NLP Engineer","Advanced Robotics","Hadoop, Deep Learning, TensorFlow, Statistics, Python"
"Head of AI","Quantum Computing Inc","Python, MLOps, TensorFlow"
"AI Software Engineer","Cognitive Computing","Tableau, Deep Learning, NLP, Python"
"Data Analyst","Cloud AI Solutions","Python, TensorFlow, Data Visualization"
"Deep Learning Engineer","AI Innovations","MLOps, Tableau, Python"
"AI Specialist","DeepTech Ventures","SQL, Spark, Data Visualization, Python, Docker"
"Machine Learning Engineer","Machine Intelligence Group","Mathematics, Python, MLOps, Scala"
"Computer Vision Engineer","Autonomous Tech","Python, Kubernetes, SQL, Deep Learning"
"AI Architect","Neural Networks Co","Python, Kubernetes, NLP, Computer Vision"
"AI Architect","TechCorp Inc","SQL, Python, Hadoop, Linux, Java"
"Machine Learning Engineer","Future Systems","Python, PyTorch, MLOps, Hadoop"
"Data Analyst","Cloud AI Solutions","Deep Learning, Computer Vision, Python, SQL, Data Visualization"
"Computer Vision Engineer","Algorithmic Solutions","Python, Tableau, Spark"
"Machine Learning Engineer","Cloud AI Solutions","Tableau, Deep Learning, Python, Data Visualization"
"ML Ops Engineer","Autonomous Tech","Azure, Python, SQL"
"Senior level Scientist","AI Innovations","Python, GCP, TensorFlow, Kubernetes, Hadoop"
"AI Specialist","DataVision Ltd","Deep Learning, Python, TensorFlow"
"Computer Vision Engineer","Machine Intelligence Group","Java, Python, MLOps"
"Autonomous Systems Engineer","Autonomous Tech","Java, Python, Statistics, Kubernetes, Scala"
"Data Scientist","Machine Intelligence Group","Scala, Spark, Java, GCP, Python"
"NLP Engineer","Quantum Computing Inc","Python, Mathematics, Kubernetes"
"AI Software Engineer","TechCorp Inc","TensorFlow, R, Computer Vision, Docker, Python"
"Autonomous Systems Engineer","Quantum Computing Inc","Tableau, GCP, Python"
"Data Engineer","DeepTech Ventures","Spark, Tableau, Python, TensorFlow, Computer Vision"
"AI Product Manager","AI Innovations","Git, Tableau, Python, PyTorch"
"Data Engineer","Predictive Systems","TensorFlow, Python, Spark"
"Data Scientist","Digital Transformation LLC","Computer Vision, Python, Linux, Scala, Mathematics"
"AI Specialist","Future Systems","Python, Scala, Data Visualization"
"Machine Learning Senior level","Predictive Systems","Linux, TensorFlow, Python"
"Machine Learning Engineer","Advanced Robotics","Deep Learning, Python, Java, Data Visualization"
"AI Architect","Neural Networks Co","Python, Linux, Deep Learning"
"AI Senior level Scientist","DataVision Ltd","Python, Tableau, Azure"
"Head of AI","Algorithmic Solutions","SQL, Python, TensorFlow"
"Head of AI","Smart Analytics","Python, R, Java, Git"
"AI Software Engineer","Cloud AI Solutions","Python, Git, TensorFlow"
"Machine Learning Engineer","DataVision Ltd","Kubernetes, Python, Computer Vision, TensorFlow"
"Deep Learning Engineer","Neural Networks Co","Scala, Python, Deep Learning"
"AI Senior level Scientist","TechCorp Inc","Python, TensorFlow, PyTorch, Linux, R"
"Data Analyst","Neural Networks Co","Python, Computer Vision, AWS, Scala"
"Senior level Scientist","Advanced Robotics","Git, Mathematics, SQL, Python, Statistics"
"Data Scientist","DeepTech Ventures","R, Python, Git"
"AI Software Engineer","Autonomous Tech","TensorFlow, Git, Python"
"AI Architect","Predictive Systems","SQL, AWS, NLP, Python, TensorFlow"
"Deep Learning Engineer","DeepTech Ventures","MLOps, SQL, Python"
"AI Senior level Scientist","Cloud AI Solutions","Python, AWS, Tableau, Linux"
"Machine Learning Engineer","TechCorp Inc","AWS, Python, Hadoop"
"NLP Engineer","Quantum Computing Inc","Hadoop, AWS, TensorFlow, MLOps, Python"
"Data Engineer","Cognitive Computing","Kubernetes, Linux, Python"
"Senior level Scientist","Algorithmic Solutions","Spark, AWS, Python, TensorFlow"
"Data Engineer","Cloud AI Solutions","Tableau, Scala, Python"
"AI Senior level Scientist","Cloud AI Solutions","SQL, Python, Azure, Hadoop"
"Data Scientist","Predictive Systems","Hadoop, Computer Vision, Data Visualization, Python, NLP"
"Principal Data Scientist","TechCorp Inc","Python, TensorFlow, Tableau, MLOps, R"
"Data Scientist","Future Systems","SQL, Tableau, Kubernetes, Python, Data Visualization"
"Data Scientist","Cloud AI Solutions","Hadoop, Python, Tableau"
"AI Consultant","Advanced Robotics","Deep Learning, Python, NLP, GCP, MLOps"
"NLP Engineer","TechCorp Inc","Python, Scala, Deep Learning"
"Senior level Scientist","Future Systems","GCP, Linux, Python, TensorFlow"
"Autonomous Systems Engineer","TechCorp Inc","Mathematics, SQL, NLP, Spark, Python"
"Deep Learning Engineer","Advanced Robotics","R, Python, Data Visualization"
"AI Software Engineer","Algorithmic Solutions","Scala, Deep Learning, Kubernetes, Python"
"Autonomous Systems Engineer","Neural Networks Co","Python, PyTorch, SQL"
"Data Analyst","Future Systems","Python, Spark, Deep Learning, Linux, TensorFlow"
"NLP Engineer","Algorithmic Solutions","Python, Linux, TensorFlow, PyTorch, Deep Learning"
"NLP Engineer","TechCorp Inc","Python, Mathematics, MLOps, Scala, AWS"
"AI Architect","Digital Transformation LLC","SQL, Git, MLOps, PyTorch, Python"
"Senior level Scientist","TechCorp Inc","GCP, Computer Vision, MLOps, Python"
"Data Analyst","Algorithmic Solutions","Python, R, Spark, Scala, Deep Learning"
"AI Architect","Predictive Systems","Python, Computer Vision, Kubernetes"
"Robotics Engineer","DataVision Ltd","Scala, Spark, Hadoop, Python"
"Autonomous Systems Engineer","Future Systems","GCP, Python, Tableau, TensorFlow"
"Machine Learning Engineer","Future Systems","MLOps, TensorFlow, Python, SQL, AWS"
"Deep Learning Engineer","Digital Transformation LLC","Python, Docker, MLOps, Java, TensorFlow"
"Data Engineer","Autonomous Tech","Kubernetes, Python, Tableau, Linux"
"AI Consultant","DeepTech Ventures","Git, Azure, Python, Computer Vision"
"ML Ops Engineer","Advanced Robotics","Linux, Tableau, Python, TensorFlow, Docker"
"Computer Vision Engineer","AI Innovations","R, Python, Computer Vision"
"ML Ops Engineer","Algorithmic Solutions","Data Visualization, Linux, Python, Hadoop"
"Machine Learning Senior level","Neural Networks Co","Python, SQL, Kubernetes, R, TensorFlow"
"Senior level Scientist","DataVision Ltd","SQL, Scala, MLOps, Python"
"AI Architect","Smart Analytics","Python, GCP, TensorFlow"
"Machine Learning Engineer","Predictive Systems","Hadoop, MLOps, Python, TensorFlow"
"AI Product Manager","Advanced Robotics","Java, Tableau, R, Python"
"AI Senior level Scientist","Autonomous Tech","Python, Hadoop, Tableau, R"
"ML Ops Engineer","Neural Networks Co","Tableau, Python, Java"
"AI Specialist","DataVision Ltd","SQL, Linux, Kubernetes, Python"
"Data Engineer","TechCorp Inc","Python, Scala, Mathematics, R, Java"
"ML Ops Engineer","Autonomous Tech","Azure, GCP, Python, Deep Learning, Linux"
"AI Consultant","Autonomous Tech","Statistics, Python, Kubernetes, Tableau, Azure"
"AI Architect","Algorithmic Solutions","Python, Spark, MLOps"
"AI Software Engineer","Smart Analytics","AWS, Git, Python, Spark, NLP"
"AI Senior level Scientist","Digital Transformation LLC","Deep Learning, Python, TensorFlow, MLOps"
"Deep Learning Engineer","Neural Networks Co","Python, Spark, PyTorch, Linux, Docker"
"AI Software Engineer","TechCorp Inc","Spark, Python, SQL"
"AI Product Manager","Cognitive Computing","AWS, Kubernetes, Python, Scala, Mathematics"
"Computer Vision Engineer","Cognitive Computing","Hadoop, Kubernetes, Python"
"ML Ops Engineer","Autonomous Tech","Git, Python, MLOps"
"ML Ops Engineer","Quantum Computing Inc","Git, Hadoop, Python"
"AI Software Engineer","Algorithmic Solutions","Azure, Python, MLOps, Statistics"
"AI Specialist","Advanced Robotics","Azure, Statistics, Python, Hadoop"
"Robotics Engineer","Quantum Computing Inc","Python, SQL, MLOps"
"AI Software Engineer","Smart Analytics","Python, GCP, Java, Linux, Spark"
"Autonomous Systems Engineer","DataVision Ltd","SQL, Computer Vision, Python, Spark"
"Deep Learning Engineer","Neural Networks Co","GCP, Mathematics, Hadoop, Docker, Python"
"AI Software Engineer","Cognitive Computing","Python, Azure, Deep Learning, SQL"
"AI Senior level Scientist","DataVision Ltd","Python, TensorFlow, GCP"
"AI Specialist","Autonomous Tech","Python, Data Visualization, MLOps, SQL, Mathematics"
"Machine Learning Engineer","Predictive Systems","Computer Vision, Python, Data Visualization, NLP, GCP"
"NLP Engineer","AI Innovations","Java, Azure, Tableau, Python"
"Head of AI","Quantum Computing Inc","Python, SQL, Spark, Hadoop, NLP"
"Deep Learning Engineer","AI Innovations","Python, SQL, Java, Mathematics, Hadoop"
"Autonomous Systems Engineer","Neural Networks Co","Mathematics, Python, R, MLOps"
"Head of AI","Cloud AI Solutions","Kubernetes, AWS, Python, Scala"
"Machine Learning Senior level","Algorithmic Solutions","Python, NLP, Linux"
"Senior level Scientist","TechCorp Inc","Python, Linux, Kubernetes, Hadoop"
"AI Architect","Cognitive Computing","Python, Kubernetes, AWS, Git, Spark"
"AI Senior level Scientist","Predictive Systems","Data Visualization, Statistics, Python"
"Deep Learning Engineer","Future Systems","Python, Hadoop, Spark"
"AI Consultant","DataVision Ltd","TensorFlow, Kubernetes, Docker, Java, Python"
"Robotics Engineer","Predictive Systems","GCP, Azure, Data Visualization, Python, Scala"
"Data Engineer","Autonomous Tech","Python, Deep Learning, TensorFlow, Data Visualization, Azure"
"Senior level Scientist","Cognitive Computing","R, Spark, Python, Mathematics, Docker"
"Data Scientist","Digital Transformation LLC","Azure, Data Visualization, Python, PyTorch, Java"
"AI Senior level Scientist","Future Systems","GCP, Python, PyTorch, AWS, NLP"
"Deep Learning Engineer","Future Systems","Python, Hadoop, Tableau"
"Robotics Engineer","Cognitive Computing","Python, Scala, Linux, Computer Vision, Kubernetes"
"Head of AI","Cognitive Computing","MLOps, Linux, SQL, Python, AWS"
"ML Ops Engineer","DataVision Ltd","SQL, Python, Docker"
"Machine Learning Engineer","Future Systems","Linux, Python, TensorFlow"
"AI Consultant","DataVision Ltd","Python, TensorFlow, PyTorch, Docker"
"Robotics Engineer","Smart Analytics","R, Python, GCP, Computer Vision"
"AI Architect","Advanced Robotics","Python, TensorFlow, Computer Vision, Java"
"ML Ops Engineer","Cloud AI Solutions","Python, Linux, TensorFlow, AWS, MLOps"
"NLP Engineer","Cognitive Computing","Python, Azure, Docker, Linux, NLP"
"Head of AI","AI Innovations","Data Visualization, R, Python, Azure"
"AI Specialist","Digital Transformation LLC","Deep Learning, R, Python, Computer Vision"
"Machine Learning Senior level","Autonomous Tech","MLOps, Java, PyTorch, Python"
"AI Specialist","Digital Transformation LLC","GCP, TensorFlow, Mathematics, Java, Python"
"AI Product Manager","AI Innovations","Python, Git, Scala, R, Spark"
"NLP Engineer","Cognitive Computing","Python, Docker, AWS, Git"
"Data Scientist","Smart Analytics","SQL, Python, Hadoop, Scala"
"Computer Vision Engineer","Smart Analytics","Deep Learning, Spark, Tableau, NLP, Python"
"Deep Learning Engineer","Quantum Computing Inc","Spark, Computer Vision, SQL, Python, TensorFlow"
"ML Ops Engineer","TechCorp Inc","R, Hadoop, TensorFlow, Python"
"AI Software Engineer","Quantum Computing Inc","Mathematics, TensorFlow, Python, Spark"
"Data Scientist","Cloud AI Solutions","Linux, Python, R, GCP"
"AI Product Manager","AI Innovations","MLOps, Python, Git, R"
"Principal Data Scientist","TechCorp Inc","Kubernetes, Python, Linux"
"Robotics Engineer","Neural Networks Co","Git, Data Visualization, Python, Mathematics"
"Data Analyst","Neural Networks Co","Python, Git, Mathematics, TensorFlow, AWS"
"AI Senior level Scientist","TechCorp Inc","Python, AWS, Statistics, Hadoop, TensorFlow"
"AI Software Engineer","Algorithmic Solutions","Data Visualization, Python, TensorFlow"
"Data Scientist","Algorithmic Solutions","NLP, Python, SQL"
"Data Analyst","Smart Analytics","GCP, Azure, Kubernetes, Python"
"AI Specialist","Smart Analytics","Python, Mathematics, R, Computer Vision, Linux"
"AI Architect","Smart Analytics","Python, SQL, PyTorch"
"Senior level Scientist","DeepTech Ventures","Data Visualization, Mathematics, Python, MLOps"
"ML Ops Engineer","Cognitive Computing","Python, SQL, R"
"Data Scientist","Algorithmic Solutions","Python, GCP, AWS, TensorFlow"
"AI Product Manager","Advanced Robotics","GCP, Hadoop, Python, Deep Learning"
